1042,3,2,26,2,1,1,70,3,1,2,6,,,665,620,45,15058,12954,52,52,52,52,0,0,0,0,0,0,0,0,0,0,0,2104,2104,2104,2084,0,0,20,0,0,0,0,2084,0,0,0,0,0,0,0,20,0,14766,12000,12000,0,2766,2766,0,0,240,0,240,0,240,0,0,1781
1043,1,2,26,4,1,1,32,4,1,2,1,D,3,4045,3869,176,14116,10177,1516,1516,1516,280,720,516,0,0,0,0,0,0,0,0,0,3939,3939,3939,3819,0,0,120,0,0,0,0,3819,0,0,0,0,0,0,0,120,0,12000,12000,12000,0,0,0,0,0,600,600,0,0,0,0,0,1781
1044,1,2,26,6,1,1,56,1,1,2,1,F,7,3913,3809,104,17082,13834,4322,4322,2322,450,0,1872,2000,2000,0,0,0,0,0,0,0,3248,3248,3248,3218,0,0,30,0,0,0,0,3218,0,0,0,0,0,0,0,30,0,12000,12000,12000,0,0,0,0,0,760,460,300,0,300,0,0,1781
1045,2,2,26,5,1,1,45,5,1,2,3,I,8,3260,3211,49,13169,9634,1134,1134,1134,115,560,459,0,0,0,0,0,0,0,0,0,3535,3535,3535,3471,0,0,64,0,0,0,0,3471,0,0,0,0,0,0,0,64,0,12000,12000,12000,0,0,0,0,0,35,0,35,0,35,0,0,1781
1046,1,2,27,4,1,1,46,5,1,2,1,I,3,3514,3374,140,21300,17095,700,700,700,700,0,0,0,0,0,0,0,0,0,0,0,4205,4205,4205,4140,0,0,65,0,0,0,0,4140,0,0,0,0,0,0,0,65,0,20000,12000,12000,0,8000,8000,0,0,600,0,600,0,600,0,0,1781
1047,1,2,27,2,1,2,47,3,1,4,1,N,2,4841,4813,28,29032,25467,14374,14374,5374,350,3150,1874,9000,9000,0,0,0,0,0,0,0,3565,3565,2727,2541,0,50,136,838,838,0,0,2541,0,0,0,0,838,0,0,186,0,13458,13000,13000,0,458,458,0,0,1200,1200,0,0,0,0,0,1781
1048,1,2,26,3,1,1,51,5,1,2,1,N,4,4199,4039,160,21510,17280,510,510,510,190,320,0,0,0,0,0,0,0,0,0,0,4230,4230,4230,4082,0,0,148,0,0,0,0,4082,0,0,0,0,0,0,0,148,0,21000,12000,12000,0,9000,9000,0,0,0,0,0,0,0,0,0,1781
1049,1,2,27,5,1,1,41,5,1,2,1,F,0,2827,2771,56,19514,16045,5814,5814,3664,242,190,3232,2150,2000,150,0,0,0,0,0,0,3469,3469,3469,3383,0,0,86,0,0,0,0,3383,0,0,0,0,0,0,0,86,0,12800,12800,12800,0,0,0,0,0,900,700,200,0,200,0,0,1781
105,2,2,18,4,1,1,51,3,1,2,3,D,8,4195,4112,83,18599,15282,809,809,809,415,240,154,0,0,0,0,0,0,0,0,0,3317,3317,3317,3287,0,0,30,0,0,0,0,3287,0,0,0,0,0,0,0,30,0,17000,17000,17000,0,0,0,0,0,790,640,150,0,150,0,0,2114
1050,1,2,27,4,1,1,36,3,1,2,1,I,3,2371,2352,19,30489,27361,560,560,430,40,0,390,130,130,0,0,0,0,0,0,0,3128,3128,3128,2996,50,0,82,0,0,0,0,2996,0,0,0,0,0,0,0,132,0,29229,12000,12000,0,17229,17229,0,0,700,630,70,0,70,0,0,1781
1051,1,2,27,3,1,1,53,3,1,2,1,N,4,6496,6236,260,19843,16135,5185,5185,2685,270,480,1935,2000,2000,0,0,500,0,500,0,0,3708,3708,3708,3623,0,0,85,0,0,0,0,3623,0,0,0,0,0,0,0,85,0,13458,13000,13000,0,458,458,0,0,1200,900,300,0,300,0,0,1781
1052,1,2,27,2,1,1,62,2,1,2,1,F,7,2947,2752,195,16920,11106,3062,3062,2462,700,700,1062,0,0,0,0,600,600,0,0,0,5814,5814,5544,5384,0,150,10,270,0,270,0,3840,0,0,0,0,0,0,0,1974,0,13458,13000,13000,0,458,458,0,0,400,300,100,0,100,0,0,1781
1053,1,2,18,4,1,1,44,5,1,2,1,O,3,3714,3704,10,14593,11280,4443,4443,3983,205,0,3778,460,460,0,0,0,0,0,0,0,3313,3313,3313,3293,0,0,20,0,0,0,0,3293,0,0,0,0,0,0,0,20,0,9000,9000,9000,0,0,0,0,0,1150,1100,50,0,50,0,0,1502
1054,2,2,18,2,1,1,52,3,1,2,3,G,5,3760,3733,27,14551,11967,5012,5012,2712,900,0,1812,1300,1300,0,0,1000,0,1000,0,0,2584,2584,2584,2532,0,0,52,0,0,0,0,2532,0,0,0,0,0,0,0,52,0,9000,9000,9000,0,0,0,0,0,539,0,539,0,139,0,400,1502
1055,3,2,18,1,1,2,76,2,1,3,6,,,1889,1656,233,16580,16580,7230,7230,230,230,0,0,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,9000,9000,0,0,0,0,0,350,0,350,0,350,0,0,3827
1056,1,2,18,4,1,1,37,5,1,2,1,N,4,4564,4541,23,11191,8251,1061,1061,361,200,0,161,700,700,0,0,0,0,0,0,0,2940,2940,2940,2850,0,0,90,0,0,0,0,2850,0,0,0,0,0,0,0,90,0,9000,9000,9000,0,0,0,0,0,1130,1100,30,0,30,0,0,1502
1057,1,2,18,4,1,1,49,5,1,2,1,I,3,2879,2797,82,17741,14779,7721,7721,7708,220,1200,6288,0,0,0,0,13,13,0,0,0,2962,2962,2962,2436,0,480,46,0,0,0,0,2436,0,0,0,0,0,0,0,526,0,9000,9000,9000,0,0,0,0,0,1020,940,80,0,80,0,0,1502
1058,2,2,18,5,1,1,38,5,1,2,2,M,2,2382,2320,62,11914,8585,2614,2614,1214,500,0,714,1400,1400,0,0,0,0,0,0,0,3329,3329,3329,3309,0,0,20,0,0,0,0,3309,0,0,0,0,0,0,0,20,0,9000,9000,9000,0,0,0,0,0,300,270,30,0,30,0,0,1502
1059,1,2,18,4,1,1,34,4,1,2,1,R,3,4997,4789,208,21901,17902,3331,3331,2951,342,930,1679,350,300,50,0,30,0,30,0,0,3999,3999,3999,3622,0,300,77,0,0,0,0,3622,0,0,0,0,24,0,0,353,0,18000,9000,9000,0,9000,9000,0,0,570,370,200,0,200,0,0,1502
106,3,2,18,1,2,2,30,5,1,1,6,,,1416,1329,87,41470,41370,31860,21360,1360,400,0,960,20000,20000,0,0,0,0,0,10500,0,100,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,8000,0,0,0,8000,8000,0,0,1610,1540,70,0,70,0,0,6544
1060,1,2,18,4,1,1,48,3,1,2,1,D,8,3402,3326,76,11620,8607,2460,2460,1760,410,0,1350,700,700,0,0,0,0,0,0,0,3013,3013,3013,2971,0,0,42,0,0,0,0,2971,0,0,0,0,0,0,0,42,0,9000,9000,9000,0,0,0,0,0,160,130,30,0,30,0,0,1502
1061,1,2,18,4,1,1,40,3,1,2,1,I,3,5765,5749,16,12224,8779,5194,5194,3194,260,870,2064,2000,2000,0,0,0,0,0,0,0,3445,3445,3445,3355,0,0,90,0,0,0,0,3355,0,0,0,0,0,0,0,90,0,7000,7000,7000,0,0,0,0,0,30,0,30,0,30,0,0,1502
1062,1,2,18,3,1,1,44,5,1,2,1,I,7,3623,3619,4,12000,8975,3000,3000,1650,150,1500,0,1350,1000,150,200,0,0,0,0,0,3025,3025,2825,2709,0,0,116,200,200,0,0,2509,0,0,0,400,0,0,0,116,0,8500,8500,8500,0,0,0,0,0,500,300,200,0,200,0,0,1502
1063,1,2,18,3,2,1,45,4,1,2,1,Q,2,4817,4743,74,8582,6120,8182,2182,1182,250,0,932,1000,1000,0,0,0,0,0,6000,0,2462,2462,2082,2072,0,0,10,380,380,0,0,0,2072,0,0,0,0,0,0,10,380,0,0,0,0,0,0,0,0,400,350,50,0,50,0,0,1502
1064,2,2,18,1,1,2,46,3,1,2,3,H,4,2368,2298,70,10099,3657,639,639,639,30,0,609,0,0,0,0,0,0,0,0,0,6442,6442,6442,5692,210,500,40,0,0,0,0,5692,0,0,0,50,160,0,500,40,0,9000,9000,9000,0,0,0,0,0,460,400,60,0,60,0,0,3827
1065,1,2,18,2,1,2,53,5,1,1,1,P,3,2848,2844,4,12310,4811,3510,3510,1830,80,0,1750,180,180,0,0,1500,0,1500,0,0,7499,7499,2979,2759,0,0,220,4520,4520,0,0,6435,0,0,0,0,0,0,844,220,0,8500,8500,8500,0,0,0,0,0,300,150,150,0,150,0,0,1502
1066,1,2,18,3,2,1,35,4,1,2,1,P,2,6888,6562,326,59631,54045,20491,13491,5991,111,4320,1560,7500,7500,0,0,0,0,0,7000,0,5586,5586,5336,3826,40,1200,270,250,250,0,0,3826,0,0,0,0,0,0,800,960,0,38050,5850,0,5850,32200,25000,0,7200,1090,700,390,0,390,0,0,1502
1067,1,2,18,6,1,1,46,4,1,2,1,N,3,5281,5169,112,15680,10164,4160,4160,4160,262,2760,1138,0,0,0,0,0,0,0,0,0,5516,5516,5276,4626,390,0,260,240,240,0,0,3000,0,370,0,0,240,0,0,1906,0,10100,8500,8500,0,1600,1600,0,0,1420,1300,120,0,120,0,0,1502
1068,2,2,18,5,1,1,57,3,1,2,3,G,5,5019,5019,0,11962,8348,3942,3942,2792,90,1280,1422,1150,1150,0,0,0,0,0,0,0,3614,3614,3614,3502,0,0,112,0,0,0,0,3112,0,0,0,0,0,0,0,502,0,8000,8000,8000,0,0,0,0,0,20,0,20,0,20,0,0,1502
1069,3,2,18,3,1,2,62,3,1,2,4,,,2735,2668,67,9948,7380,118,118,118,70,0,48,0,0,0,0,0,0,0,0,0,2568,2568,2568,2496,0,0,72,0,0,0,0,2496,0,0,0,0,0,0,0,72,0,8500,8500,8500,0,0,0,0,0,1330,1300,30,0,30,0,0,1502
